County,"Imprisonments per 1,000 annual adult felony arrests","County imprisonment rate as percent of state average (=100%), arrest based","County imprisonments if rate equalled state average, projected (number)",County actual imprisonments minus projected imprisonments at average state rate (number),Total imprisonment costs (millions of dollars),Costs added (saved) from excessive (lower) imprisonments (millions of dollars/year),Total imprisonment costs per adult felony arrest (actual dollars),Total imprisonment costs per adult felony arrest versus state average (actual dollars),"Men imprisoned per 1,000 male felony arrests","Women imprisoned per 1,000 female felony arrests","Imprisonments for violent offenses per 1,000 violent felony arrests","Imprisonments for property offenses per 1,000 property felony arrests","Imprisonments for drug offenses per 1,000 drug felony arrests","Total adult imprisonments per 100,000/population age 18-69","Men imprisoned per 100,000 males age 18-69","Women imprisoned per 100,000 females age 18-69","Imprisonments for violent offenses per 100,000 population","Imprisonments for property offenses per 100,000 population","Imprisonments for drug offenses per 100,000 population","Imprisonments for drug possession offenses per 100,000 population","Imprisonments for marijuana offenses per 100,000 population","Imprisonments for strike offenses per 100,000 population","Imprisonments for 3rd strikes per 100,000 population","Imprisonments for 2nd strikes per 100,000 population","New felon and parole violator admissions per 1,000 adult felony arrests","New felon and parole violator admissions per 1,000 felonies as a percent of the state average (=100%)","White, not Latino, new felon and parole violator admissions per 1,000 white felony arrests","Latino new felon and parole violator admissions per 1,000 latino felony arrests","Black new felon and parole violator admissions per 1,000 black felony arrests","Asian/other new felon and parole violator admissions per 1,000 asian/other felony arrests","New felon and parole violator admissions per 100,000 population, all races","White, not Latino, new felon and parole violator admissions per 100,000 whites","Latino new felon and parole violator admissions per 100,000 Latinos","Black new felon and parole violator admissions per 100,000 African Americans","Asian/other new felon and parole violator admissions per 100,000 Asian/other population",Percent of jail population that is unsentenced,"County jail populations per 1,000 adult felony arrests","County jail incarceration rate per 1,000 felony arrests as a percent of the state average (=100%)","Men jailed per 1,000 male felony arrests","Women jailed per 1,000 female felony arrests","County jail populations per 100,000 population age 18-69","Men jailed per 100,000 males age 18-69","Women jailed per 100,000 females age 18-69",Total adult population incarcerated,"Total adult incarceration rate per 1,000 adult felony arrests",Total adult incarceration rate as a percent of the state average (=100%),"Total adult male incarceration rate per 1,000 adult male felony arrests","Total adult female incarceration rate per 1,000 adult female felony arrests","Total adult male incarceration rate per 100,000 males age 18-69","Total adult female incarceration rate per 100,000 females age 18-69",Percent of incarcerated adult population held locally,"Total incarcerated (state prison + local jails), adult males","Total incarcerated (state prison + local jails), adult females","Part I crime rate per 100,000 population (offenses reported to police)","Violent crime rate per 100,000 population","Property crime rate per 100,000 population","Adult felony arrest rate per 100,000 population age 18-69",Violent crime arrest rate,Property crime arrest rate,Drug offense arrest rate,Male felony arrest rate,Female felony arrest rate,"White, not Latino, felony arrest rate",Latino felony arrest rate,African American felony arrest rate,Asian/other felony arrest rate,"Percent of adults ages 18-64 living in households with incomes below poverty guidelines, 5-year average",Adult poverty rate as percent of state adult poverty rate
Santa Cruz,206.99815837937385,0.49561597603109514,1133.9424618643445,-571.9424618643445,26.471324,-26.939633838734355,9750.027255985267,-9922.517067673794,244.71021159153634,55.45286506469501,558.7349397590361,160.0633914421553,60.09615384615385,298.20500890811627,580.0034856125145,33.21948890044233,196.8577549909451,53.59200338028424,26.530694742714967,9.551050107377389,1.0612277897085989,54.65323116999284,7.428594527960192,47.22463664203264,61.51012891344383,0.3892864193701834,48.132183908045995,74.41016333938293,93.16770186335405,50.00000000000001,88.61252044066799,56.30716265794769,153.15846272397235,823.9841231921082,21.25998225999297,0.5078299776286354,164.64088397790056,0.8821057612269795,180.31278748850048,101.66358595194085,237.18441099987183,427.37098939869486,60.9023963174776,1009.0,371.63904235727443,0.614987250568749,425.0229990800368,157.11645101663584,1007.3744750112093,94.12188521791994,0.44301288404360756,924.0,85.0,221731.12338858197,44751.38121546961,176979.74217311235,1440.6167245294228,352.3276261832548,334.8173676530629,441.47076051877707,2370.1646197774558,599.0581165046433,1169.8443346248234,2058.300316119726,8844.096255595294,425.19964519985933,0.13009504331087585,1.0465877489051731
Shasta,906.1757719714965,2.1696579003291077,703.3366872116228,822.6633127883772,71.877652,38.74908735895814,42682.69121140143,23010.146887742365,1145.484949832776,319.672131147541,1818.181818181818,843.1876606683804,722.8915662650602,1317.0450455629705,2327.9275743103967,269.23171405413075,621.4105064255169,283.0870084827355,258.9210443439654,111.33604906790511,7.76763133031896,332.2820069080889,64.73026108599134,267.55174582209753,309.38242280285033,1.958025088168372,278.9212207239176,654.7619047619048,336.95652173913044,424.2424242424242,449.6595470106866,401.0939531139668,672.0317455748047,3529.2854853434865,476.1416415114454,0.7289719626168224,127.07838479809978,0.6808550382471789,155.51839464882943,57.37704918032787,184.69701163202865,316.05440059980566,48.32364098407475,1740.0,1033.2541567695964,1.7098260962570992,1301.0033444816054,377.04918032786884,2643.9819749102026,317.5553550382055,0.12298850574712644,1556.0,184.0,237648.45605700716,76009.50118764846,161638.95486935868,1453.410128917459,341.7757785340343,335.73428749934175,358.17411134248545,2032.2637802009008,842.2120285795885,1438.0187784671227,1026.3757568778838,10474.008537148411,1122.3338692769787,0.1647677558355051,1.3255225586109805
Sierra,250.0,0.5985753447172701,16.70633461310268,-6.70633461310268,0.47102,-0.31588177294636244,11775.5,-7897.044323659062,285.7142857142857,0.0,500.0,100.0,166.66666666666666,446.73495157993494,797.6672735853004,0.0,268.04097094796094,44.67349515799349,44.67349515799349,44.67349515799349,0.0,89.34699031598699,44.67349515799349,44.67349515799349,25.0,0.1582204533817437,0.0,333.3333333333333,,0.0,44.67349515799349,0.0,630.5121993905522,0.0,0.0,0.6666666666666666,150.0,0.8036634703796138,142.85714285714286,200.0,268.04097094796094,398.8336367926502,81.01668980020547,16.0,400.0,0.6619188841602194,428.57142857142856,200.0,1196.5009103779507,81.01668980020547,0.375,15.0,1.0,114999.99999999999,32500.0,82500.0,1786.9398063197398,536.0819418959219,446.73495157993494,268.04097094796094,2791.8354575485514,405.08344900102736,1750.1977071257397,1891.5365981716561,0.0,2625.1583630976033,0.09781576448243115,0.7869076188588955
Siskiyou,390.0481540930979,0.9338928331704439,260.2011615990743,-17.201161599074283,11.445786,-0.8102091136395968,18372.0481540931,-1300.4961695659622,478.35051546391753,79.71014492753622,824.561403508772,355.9322033898305,153.4090909090909,828.0361526325253,1545.7316575940313,74.43745602889902,480.4654218978851,143.11735971426364,92.00401695916949,23.852893285710607,10.222668551018831,163.5626968163013,27.260449469383552,136.30224734691774,78.65168539325842,0.4977722128863846,77.86885245901638,65.21739130434781,52.63157894736842,117.64705882352942,166.97025299997424,158.23641188624785,116.88516692207145,526.4979224485397,251.53496113536215,0.6235294117647059,136.43659711075443,0.7309940608054273,158.76288659793815,57.971014492753625,289.64227561220025,513.0230070462949,54.13633165738111,328.0,526.4847512038523,0.8712254976105616,637.1134020618556,137.68115942028984,2058.754664640326,128.57378768628013,0.25914634146341464,309.0,19.0,101123.59550561795,29373.99678972712,71749.59871589084,2122.9075024282442,582.6921074080733,402.09162967340734,599.7298883264381,3231.378680746143,933.8517210898241,2032.0886579076043,1792.239226138429,10003.460526522254,2138.047169650578,0.18242318223303924,1.4675568167894508
Solano,358.27027027027026,0.8578070021159063,1931.6699396399974,-274.66993963999744,78.048014,-12.93750349692316,16875.24627027027,-2797.298053388793,426.0918253079507,128.2051282051282,693.8472942920681,339.64143426294817,203.35110434120335,593.7107665645935,1090.9537541576021,98.28294864659472,335.37313066050666,122.18187772994956,95.66733534867018,40.488422825467154,0.7166092535480912,84.91819654544881,12.898966563865642,72.01922998158317,133.18918918918916,0.8429301559624138,108.5618354784555,92.37379162191193,181.81818181818178,144.8275862068965,220.7156500928121,155.10142822867826,147.66058165830304,708.52352968426,77.38188867224092,0.7502930832356389,184.43243243243242,0.9881440579946819,208.84658454647257,101.61443494776829,305.63384663826093,534.7250332467618,77.89833707544913,2510.0,542.7027027027027,0.8980629185092707,634.9384098544233,229.81956315289648,1625.6787874043641,176.18128572204384,0.3398406374501992,2268.0,242.0,227545.94594594595,44627.02702702703,182918.9189189189,1657.1588988299611,483.35294151818755,359.7378452811418,470.4539749543219,2560.372411202993,766.6069994434388,1428.692021879629,1598.511645626513,3896.8794132634303,534.3035170226161,0.0924984446883631,0.7441308795469731
Sonoma,270.68152593227603,0.6480931507740353,1948.7939326184278,-685.7939326184278,59.489826,-32.302265814193184,12749.641234462068,-6922.903089196994,328.2548476454293,73.86363636363637,621.7133163698048,252.17391304347825,83.95522388059702,385.2937476633699,742.2916285918716,49.62534458537596,223.61070232561372,79.62127327010258,41.183417208673745,12.507556337449063,1.525311748469398,67.41877928234739,8.23668344173475,59.18209584061265,97.51393056150879,0.6171479321791118,81.1099252934899,130.26819923371647,110.44776119402985,93.02325581395344,138.8033691107152,99.49934571965314,238.81559733551563,771.8770368498547,88.19716378967858,0.5539267015706806,204.67209601371624,1.0965832464816847,227.70083102493075,125.9469696969697,291.334543957655,514.906091732083,84.61757474173079,2218.0,475.3536219459923,0.7866138475500251,555.9556786703602,199.81060606060606,1257.1977203239544,134.24291932710676,0.43056807935076646,2007.0,211.0,138319.75996570944,41084.440634376355,97235.31933133308,1423.4209236716422,359.66851028908405,315.7395319331654,490.5402583077584,2261.3272398452796,671.8508190020129,1226.7221965699334,1833.2609089579291,6988.616414721657,948.1195107390454,0.10332122918008192,0.8311979450538945
Stanislaus,306.86669105988534,0.7347313415336757,3424.3809373207223,-908.3809373207223,118.508632,-42.786558909680664,14454.03488230272,-5218.509441356342,369.2722371967655,98.83720930232558,596.1236249345206,324.3114909781576,224.88262910798122,770.0514451787202,1480.6064513685224,120.74369882008435,348.2983086698663,209.04019755845223,146.60359389531277,84.77911379749821,3.060617826624484,179.96432820551965,33.97285787553177,145.9914703299879,128.43029637760702,0.8128119888326679,130.01813001812994,121.67657178604946,137.12807244501943,152.17391304347828,322.28305714355815,299.57788208602756,317.36999499419505,1246.085145963383,199.3890914220642,0.6658841940532081,155.87266739846322,0.835127792125175,172.50673854447442,100.42283298097252,391.14695824260906,691.6701670626674,122.68076350703757,3794.0,462.7393584583486,0.7657397995194147,541.77897574124,199.2600422832981,2172.2766184311895,243.42446232712192,0.33684765419082763,3417.0,377.0,181448.9571899011,33186.97402122208,148261.983168679,2509.4005560494143,584.2719431026139,644.5661142871163,651.9115970710151,4009.5254996914,1221.6421292385005,2304.1239098289907,2608.3081593738852,9087.017149336745,1310.2711722021363,0.1454588357131855,1.1701862849889488
Sutter,475.23809523809524,1.1378632267196869,438.54128359394537,60.458716406054634,23.503898,2.8477264601579853,22384.66476190476,2712.1204382457,611.0363391655451,146.57980456026058,570.3324808184144,537.9061371841156,309.94152046783626,834.6477296463133,1607.953649794861,161.87616503387892,372.99888519264107,249.2234703753521,88.64995926103128,41.81601851935438,0.0,55.19714444554778,11.708485185419224,43.48865926012855,264.76190476190476,1.6756299443857048,264.7058823529412,310.2189781021898,207.3170731707317,170.7317073170732,464.99412593522067,506.9000751769748,548.3022383869387,1445.3908397914086,125.58093951926352,0.7467811158798283,221.9047619047619,1.1889116736409524,248.9905787348587,156.3517915309446,389.72529260038283,655.2234035507694,172.66790936947086,732.0,697.1428571428572,1.1536300552506682,860.0269179004038,302.9315960912052,2263.17705334563,334.5440744033497,0.31830601092896177,639.0,93.0,128952.38095238098,30095.238095238103,98857.14285714287,1756.272777812884,654.0025296427025,463.3214851944465,286.0215666723839,2631.5188585849814,1104.3551703422406,1914.9558395574597,1767.4683919767199,6971.885227229147,735.5455028985435,0.12776717900723517,1.0278605614635872
Tehama,397.4121996303142,0.9515245775542557,451.9063512844275,-21.9063512844275,20.25386,-1.0318329581991041,18718.90942698706,-953.6348966720034,478.9410348977136,127.49003984063745,908.256880733945,288.2096069868996,238.30734966592428,1073.269505249473,1939.0574254247995,158.3471669198654,494.2031675334782,164.73438917782607,267.0693885155665,87.35914577611989,42.431585091258235,192.19012070746376,44.92756068486165,147.2625600226021,134.01109057301295,0.8481318203457612,123.44139650872818,176.99115044247785,80.0,137.9310344827586,361.9164610724967,329.19511530170683,527.2240212826414,868.1925924355248,184.0034127345219,0.5944444444444444,166.358595194085,0.8913088396077047,172.08182912154032,147.41035856573706,449.27560684861663,696.6965121501164,183.08891175109434,610.0,563.7707948243993,0.932926338580716,651.0228640192539,274.9003984063745,2635.753937574916,341.4360786709598,0.29508196721311475,541.0,69.0,102772.6432532347,35767.09796672826,67005.54528650643,2700.6455922789064,544.1226794055467,571.5784109351844,1120.693041527938,4048.6349762010263,1242.035590527694,2666.812954262312,2978.815720246924,10852.40740544406,1334.0247423252838,0.19128404231375196,1.538840605696584
Trinity,264.95726495726495,0.6343875448285599,97.73205748665067,-35.732057486650675,2.920324,-1.68305137173622,12480.017094017094,-7192.527229641968,317.2043010752688,62.5,557.3770491803278,297.8723404255319,126.98412698412697,660.312456594909,1195.9270836078272,61.76275567318214,362.1068310359178,149.10281277949557,85.2016073025689,31.950602738463342,31.950602738463342,138.45261186667446,42.60080365128445,95.85180821539002,98.29059829059828,0.6220633209880522,101.60427807486631,80.0,333.3333333333333,52.63157894736842,244.9546209948856,237.07244821257567,374.8154519059818,2448.112002950812,124.90276702581376,0.40625,136.75213675213678,0.7326846453603318,134.40860215053763,145.83333333333334,340.8064292102756,506.74876424060477,144.11309657075833,94.0,401.70940170940173,0.6647475973403913,451.61290322580646,208.33333333333334,1702.6758478484317,205.87585224394047,0.3404255319148936,84.0,10.0,61965.811965811954,9401.7094017094,52564.102564102555,2492.147013600141,649.6622556820879,500.55944290259225,670.9626575077301,3770.2108059500993,988.2040907709143,2333.2919903027187,4685.193148824772,7344.336008852435,2373.1525734904617,0.17155702792238522,1.3801408500483652
Tulare,427.1858714533874,1.0228117210542353,2885.183987682833,65.81601231716695,138.998002,3.100065812163198,20121.308917197453,448.76459353839164,509.8617511520738,124.74713418745785,841.994750656168,388.13857897827364,259.76441413515187,1108.1985610466795,2062.244268717041,140.09169124564684,602.355300548585,248.2274648769418,157.34842327297824,67.22044812855155,6.384064906063556,232.83060245643557,40.933122044760445,191.89748041167513,131.5865662999421,0.8327874471569486,133.78099173553724,127.34584450402141,142.44186046511626,203.9473684210527,341.35970585951605,265.35956330002097,379.2520898816703,1343.664340699386,210.28284597245954,0.47332883187035785,214.38911407064273,1.148644662837491,233.5483870967742,144.30209035738366,556.1647132870663,944.6361129661934,162.05201041388338,4432.0,641.5749855240301,1.0616764963079373,743.4101382488479,269.04922454484154,3006.880381683234,302.1437016595302,0.33416064981949456,4033.0,399.0,164345.6861609728,32281.412854661266,132064.27330631154,2594.1835512404145,715.3908027088867,639.5330902956609,605.735099616501,4044.7126383911595,1123.0052871205096,1983.5371218101948,2978.1269373865907,9433.072106134467,1031.064277026253,0.19495397066262013,1.568364421143626
Tuolumne,338.75,0.8110695920919011,334.1266922620536,-63.12669226205361,12.764642,-2.9733934589272493,15955.802500000002,-3716.74182365906,433.8624338624338,107.2961373390558,850.3401360544217,286.4583333333333,294.4162436548223,723.0546916728704,1263.0505259598367,130.37020426135416,333.51231165722805,146.74541712918034,154.7497126089538,45.357674385383014,16.008590959546947,178.76259904827424,13.340492466289122,165.42210658198513,102.5,0.6487038588651491,93.96914446002802,178.57142857142856,83.33333333333331,210.52631578947364,218.78407644714162,218.9230868840358,250.581619371822,88.81857177777356,227.4130774622914,0.5575221238938053,141.25,0.7567831012741363,144.62081128747795,133.04721030042919,301.4951297381342,421.0168419866123,161.65905328407916,384.0,480.0,0.7943026609922633,578.4832451499118,240.343347639485,1684.0673679464492,292.0292575454334,0.2942708333333333,328.0,56.0,103374.99999999997,19749.999999999996,83624.99999999997,2134.4787946062597,392.2104785089003,512.2749107055023,525.6154031717915,2911.1774317854774,1215.050303715821,2329.733745497277,1403.2570684822033,1065.8228613332828,1080.2121179458843,0.1345602057979618,1.0825090587177848
Ventura,292.54571026722925,0.7004425974750615,3266.5060752269014,-978.5060752269014,107.769376,-46.08959315533751,13779.488045007032,-5893.0562786520295,350.9286412512219,79.61972667855021,642.3285643808584,224.58270106221548,189.63730569948186,423.5637400036369,801.3277420404607,50.63164038687232,241.03146393563605,82.1950614342722,67.75538847960276,28.50909788486018,1.110744073436111,80.15869729963933,13.884300917951386,66.27439638168794,105.86881472957423,0.6700244746200424,88.95502645502646,116.93260300071442,123.42569269521405,94.52736318407965,153.2826821341833,95.97259075502767,243.48399706698223,510.99507834951083,39.05849850243171,0.6430910281597905,195.24357499041042,1.046067526974104,211.63245356793743,135.4723707664884,282.6843666894902,483.25196699654526,86.14935827020068,3815.0,487.7892852576397,0.8071923485076196,562.5610948191594,215.09209744503863,1284.5797090370058,136.780998657073,0.400262123197903,3453.0,362.0,124242.42424242427,25840.68533435622,98401.73890806804,1447.8548997239704,375.2463728091661,365.99017219719855,357.289343621949,2283.449248210004,635.9182893366129,1078.8889012758502,2082.259274306026,4140.102981729712,413.1977999467774,0.08235741749439282,0.6625484106656531
Yolo,538.1414701803051,1.2884728640793388,903.3950442035275,260.6049557964725,54.826728,12.275014627925447,25347.539528432735,5674.995204773673,641.9161676646706,186.61257606490872,955.3752535496958,514.6443514644351,575.9162303664922,822.2437952950797,1590.1657033993,138.60795138733715,332.7120511889885,173.77317323246533,233.11035433623397,79.82263648483162,4.238370078840617,175.89235827188563,19.072665354782778,156.81969291710286,244.10540915395285,1.5448987403709789,201.52091254752847,257.4931880108992,301.20481927710847,406.2499999999999,372.9765669379743,287.62168721200686,506.0384224595242,2258.1204700794983,191.27751310221075,0.7846534653465347,186.77762367082755,1.0007090215236984,211.9760479041916,101.41987829614604,285.3835853086016,525.1106893687987,75.33040836268323,1568.0,724.9190938511327,1.199594094270948,853.8922155688623,288.0324543610548,2115.2763927680985,213.93835975002037,0.2576530612244898,1426.0,142.0,163430.42071197418,25705.03929727232,137725.38141470184,1527.9324134220426,348.25274147807073,337.65681628096917,404.76434252927896,2477.217093914954,742.7578264560567,1427.2547874859968,1965.2497464830194,7496.959960663935,470.8369553285189,0.1840601262007154,1.4807256928558528
Yuba,469.8689956331878,1.1250079841323717,478.2188283000643,59.781171699935726,25.340876,2.8158127494103726,22131.769432314413,2459.2251086553515,568.2613768961493,177.08333333333334,903.3232628398791,323.26283987915406,410.0,1172.8112919594007,2089.805908637703,222.27974403280382,651.8040451595925,233.2542904082823,178.75562442503877,52.31871934391378,6.539839917989222,146.05642483509266,26.15935967195689,119.89706516313575,177.292576419214,1.1220524728906192,175.78125,228.26086956521738,119.65811965811966,157.89473684210523,442.52916778393745,462.8911570002661,433.6660047507973,982.7610032605457,214.33437972207537,0.8752997601918465,364.1921397379912,1.951252792712075,411.901983663944,222.2222222222222,909.0377486005019,1514.7874450700394,278.9392866294009,955.0,834.061135371179,1.3802020401157413,980.1633605600933,399.3055555555556,3604.5933537077426,501.2190306622048,0.43664921465968587,840.0,115.0,101484.71615720524,24366.812227074235,77117.90393013101,2496.038902032554,721.5623376181443,721.5623376181443,435.9893278659482,3677.5434572946847,1255.226789832304,2633.3363598237356,1899.870116051112,8213.074098677416,1357.4510715731442,0.17808251905296604,1.4326370781831714
